,original,gemini_translation
54,"Player: Sorry, I'll be going now.
Sith Trooper: Good. Get back to your patrol route. We need to keep a strong presence in the streets to maintain order here.","Jogador: Desculpe, estou indo agora.
Soldado Sith: Bom. Volte para sua rota de patrulha. Precisamos manter uma forte presença nas ruas para manter a ordem aqui.
"
55,"Player: It's nothing special.
Shaleena: Not to you, I suppose. But you're probably used to its beauty by now.","Jogador: Não é nada de especial.
Shaleena: Talvez não para você. Mas provavelmente já se acostumou com a sua beleza.
"
56,"Player: No! This isn't the Bastila I knew!
Conversation owner: Of course not! I have been reborn in the wake of destiny... *your* destiny! The power of the dark side is yours by right!","Jogador: Não! Essa não é a Bastila que eu conhecia!
Dono da Conversa: É claro que não! Eu renasci na esteira do destino... *do seu* destino! O poder do lado sombrio é seu por direito!
"
57,"Player: I just want to talk.
Juhani: Talk?! You who have beaten me so easily just want to talk? I do not believe it. Kill me now, while you still have the power.","Jogador: Eu só quero conversar.
Juhani: Conversar?! Você, que me derrotou tão facilmente, só quer conversar? Eu não acredito. Mate-me agora, enquanto ainda tem o poder.
"
58,"Player: I don't know. Everything has changed, now.
Conversation owner: That's what I feared. Who's to say your old life won't come back... everything you felt and thought, all of it?","Jogador: Não sei. Tudo mudou, agora.
Dono da conversa: Era o que eu temia. Quem garante que sua antiga vida não voltará... tudo o que sentiu e pensou, tudo isso?
"
59,"Mandalorian Mercenary: So the Sith smoked a Jedi outpost on Dantooine. No survivors, or so they say. First Taris, now Dantooine. Wouldn't surprise me if the Republic starts hiring mercs to make a counter attack.
Mandalorian Mercenary: They might even hire some Echani or Iridorian mercenaries, if they're desperate. I bet a Mandalorian could make some good money working for the Republic right now.","Mercenário Mandaloriano: Então os Sith destruíram um posto avançado Jedi em Dantooine. Nenhum sobrevivente, ou pelo menos é o que dizem. Primeiro Taris, agora Dantooine. Não me surpreenderia se a República começasse a contratar mercenários para um contra-ataque.
Mercenário Mandaloriano: Eles podem até contratar alguns mercenários Echani ou Iridorianos, se estiverem desesperados. Aposto que um Mandaloriano poderia ganhar um bom dinheiro trabalhando para a República agora.
"
60,"Player: [Computer] Gas room. (<CUSTOM32> spike(s))
Conversation owner: [SUCCESS] SWITCHING TO CAMERA.","Jogador: [Computador] Sala de gás. (<CUSTOM32> espeto(s)).
Dono da Conversa: [SUCESSO] MUDANDO PARA A CÂMERA.
"
61,"Player: Who are you?
Daviktroop041: That's Canderous Ordo! He's the most famous Mandalorian mercenary in this sector of the galaxy!","Jogador: Quem é você?
Daviktroop041: Esse é Canderous Ordo! O mercenário Mandaloriano mais famoso neste setor da galáxia!
"
62,"Player: I remember you. Mekel, right?
Mekel: That's right. You might as well just go home, you know. There can only be one Sith this year, and that's me.","Jogador: Lembro-me de você. Mekel, certo?
Mekel: Isso mesmo. Podia muito bem ir para casa, sabia? Só pode haver um Sith este ano, e esse sou eu.
"
63,"Player: I like this side of you, Bastila. Now we can truly be together.
Conversation owner: You think so, do you? You style yourself the Master of the Sith that you once were? To think I once envied you your passion, your power.","Jogador: Gosto deste seu lado, Bastila. Agora podemos realmente ficar juntos.

Dono da Conversa: Acha mesmo? Se intitula o Mestre Sith que você já foi? E pensar que um dia invejei sua paixão, seu poder.
"
64,"Player: Get out of my way.
Prospective Sith: Oh... uh, yes of course.","Jogador: Sai da minha frente.
Sith Aspirante: Oh... uh, sim, claro.
"
65,"Player: [Lie] Yes, I'm sure they'll welcome you with open arms.
Rakatan Hologram: You must go now, Revan. The Star Forge feeds the power of your old apprentice. If you do not stop him soon he will become too powerful for even you to stop.","Jogador: [Mentira] Sim, tenho certeza de que eles o receberão de braços abertos.
Holograma Rakata: Você deve ir agora, Revan. A Forja Estelar alimenta o poder de seu antigo aprendiz. Se você não o detiver logo, ele se tornará poderoso demais para que até você o possa deter.
"
66,"Shaelas: Human, you return. Have you information for me? Have you discovered the fate of the missing Selkath youth? Have you news of my daughter, Shasa?
Player: Not yet. I shall investigate further.","Shaelas: Humano, você retorna. Você tem informações para mim? Você descobriu o destino dos jovens Selkath desaparecidos? Tem notícias da minha filha, Shasa?
Jogador: Ainda não. Investigarei mais a fundo.
"
67,"SithTrooper1: We found a disabled hunter-killer droid in the back of the ship.
SithCommander: Excellent. We can reprogram this droid to fight in our own army. Wipe its memory chip and take it to the salvage shop. The technicians will deal with it later.","SithTrooper1: Encontramos um droide assassino desativado na parte de trás da nave.
SithCommander: Excelente. Podemos reprogramar este droide para lutar em nosso próprio exército. Apague o chip de memória dele e leve-o para a oficina de salvamento. Os técnicos cuidarão disso depois.
"
68,"Juhani: It seems I was mistaken... I should have known things could not change for me that easily.
Juhani: As it is the Council's wishes, I will accompany you. I will do my duty, and trust that you will do yours.","Juhani: Parece que eu estava enganada... Eu devia ter sabido que as coisas não mudariam para mim tão facilmente.
Juhani: Sendo esta a vontade do Conselho, eu o acompanharei. Farei meu dever e confio que você fará o seu.
"
69,"Player: And what does that have to do with you coming with me?
Jolee: Well, hey, the chances may not be great, but when one has the opportunity to see something like that twice in a lifetime...","Jogador: E o que isso tem a ver com você vindo comigo?
Jolee: Bem, ei, as chances podem não ser grandes, mas quando se tem a oportunidade de ver algo assim duas vezes na vida...
"
70,"Player: I did. It was... very interesting.
Motta the Hutt: Eh? You opened it but you're still around to deliver it to me? Impressive. More likely you're just lying, but I don't care.","Jogador: Sim, abri. Foi... muito interessante.
Motta, o Hutt: Hein? Você abriu, mas ainda está aqui para me entregar? Impressionante. Mais provável que esteja mentindo, mas não me importo.
"
71,"Player: Hangar
Conversation owner: [You have to get to the bridge and unlock the docking bay doors before you go down to the hangar.]","Jogador: Hangar

Interlocutor: [Você tem que chegar à ponte e destravar as portas do compartimento de atracagem antes de descer ao hangar.]
"
72,"Player: I'm sorry... I tried my best.
Rogue Assassin Droid: I... I would have liked to...","Jogador: Desculpe... Eu fiz o meu melhor.
Droide Assassino Renegado: Eu... Eu teria gostado de...
"
73,"Player: Never mind. Goodbye.
Matton Dasol: All right then. Here, I should toss you a few credits for helping. I appreciate what you did.","Jogador: Deixa pra lá. Adeus.
Matton Dasol: Tudo bem, então. Aqui, devo te dar uns créditos por ajudar. Agradeço o que você fez.
"
74,"Player: I agree.
Yuthura Ban: There is suffering and injustice in the universe. I am surprised the Jedi can even stand the stench of it, much less stand by and do nothing.","Jogador: Concordo.

Yuthura Ban: Há sofrimento e injustiça no universo. Surpreende-me que os Jedi sequer suportem o fedor disso, muito menos que fiquem parados sem fazer nada.
"
75,"Player: I'll tell her when I see her.
Helena: See that you do. If Bastila is here, I can't see why she didn't come herself.","Jogador: Eu direi a ela quando a vir.
Helena: Garanta que o faça. Se Bastila está aqui, não consigo entender por que ela não veio pessoalmente.
"
76,"Player: [Persuade/Lie] You have to attack one of the Sith for it.
Prospective Sith: [Success] Oh. I'm not much of a combatant... but I guess you have to be brave if you're going to get into the Sith, right? I'll... have to think about it.","Jogador: [Persuadir/Mentir] Você tem que atacar um dos Sith para isso.
Aspirante a Sith: [Sucesso] Ah. Eu não sou muito de combate... mas acho que você tem que ser corajoso se quiser entrar para os Sith, certo? Eu... terei que pensar nisso.
"
77,"Player: I haven't finished my investigation.
Conversation owner: Please, continue your investigations and find out what happened to our facility.","Jogador: Ainda não terminei minha investigação.
Dono da conversa: Por favor, continue suas investigações e descubra o que aconteceu com a nossa instalação.
"
78,"Belaya: [Failure] You do not fool me for a second! The Council fawns over you and places all their hope in you to save them... you wouldn't turn on them!
Belaya: You are a spy... and a murderer. It was you who killed Juhani and placed this bitter blackness in my heart that I cannot get rid of!","Belaya: [Fracasso] Não me engana por um segundo sequer! O Conselho te adula e deposita toda a sua esperança em você para salvá-los... você não se voltaria contra eles!
Belaya: Você é um espião... e um assassino. Foi você quem matou Juhani e colocou essa amargura negra no meu coração que não consigo me livrar!
"
79,"Bastila: I don't know. The vision of our future is clouded by shadows cast from the dark side. But I sense something ominous lurking in those shadows.
Bastila: But words alone cannot save one from the dark side. Come, we should continue with the task at hand. When the time comes I only hope we are all strong enough to do what we must.","Bastila: Eu não sei. A visão do nosso futuro está obscurecida por sombras lançadas pelo lado sombrio. Mas sinto algo sinistro espreitando nessas sombras.
Bastila: Mas palavras sozinhas não podem salvar alguém do lado sombrio. Venha, devemos continuar com a tarefa em mãos. Quando a hora chegar, só espero que sejamos todos fortes o suficiente para fazer o que devemos.
"
80,"Juhani: Yes we shall. I only hope that you will see this through until the end.
Juhani: Time will tell what choices you make. I shall stay by you to see this task done.","Juhani: Sim, nós o faremos. Apenas espero que você veja isso até o fim.
Juhani: O tempo dirá quais escolhas você fará. Permanecerei ao seu lado para ver esta tarefa concluída.
"
81,"Bountyhunt023: Davik doesn't like witnesses.
Player: Leave this man alone or you'll have to deal with me!","Bountyhunt023: Davik não gosta de testemunhas.
Jogador: Deixem este homem em paz ou terão que se ver comigo!
"
82,"Player: Answer my questions or I'll carve my initials in your skull with my blaster bolts!
Rodian: I mad now! See how you like me call guards! You die now!","Jogador: Responda às minhas perguntas ou eu vou gravar minhas iniciais no seu crânio com meus tiros de blaster!
Rodian: Eu estou zangado agora! Veja como você gosta que eu chame os guardas! Você vai morrer agora!
"
83,"Player: We are linked by more than just a bond, Bastila.
Bastila: Do not mistake the power of the Force for love, Revan. It does not exist. Power is what forged our bond, and power is what made us both tools of the Jedi Council!","Jogador: Estamos ligados por mais do que apenas um vínculo, Bastila.
Bastila: Não confunda o poder da Força com amor, Revan. Isso não existe. O poder forjou nosso vínculo, e o poder nos transformou em meras ferramentas do Conselho Jedi!
"
84,"Player: Tell me about this merchant Largo.
Zax: Actually, now that I think of it that bounty's no longer on the table. Davik told me Largo's bounty is off the table. I guess the merchant came up with the credits. Don't bother with that one anymore, human.","Jogador: Conte-me sobre este mercador, Largo.
Zax: Na verdade, agora que penso nisso, essa recompensa não está mais valendo. Davik me disse que a recompensa de Largo foi retirada. Acho que o mercador apareceu com os créditos. Não se incomode mais com esse, humano.
"
85,"Player: What happened to the scientists?
Mercenary: They're dead! All dead! They swarmed out and over us. There was no way we could stop them.","Jogador: O que aconteceu com os cientistas?
Mercenário: Estão mortos! Todos mortos! Eles nos atacaram em massa, nos dominaram. Não havia como impedi-los.
"
86,"Player: You disobeyed your orders?
Canderous: This is a chance given to a warrior once or twice in a lifetime. The chance to change the course of history in a single act.","Jogador: Você desobedeceu às suas ordens?
Canderous: Esta é uma chance dada a um guerreiro uma ou duas vezes na vida. A chance de mudar o curso da história em um único ato.
"
87,"Player: You see, Chuundar, there *is* someone. Uh... make it good, Zaalbar.
Chuundar: You are too quick to celebrate. Zaalbar talks of Freyyr, our father. Why, Zaalbar? He ordered you exiled when you attacked me.","Jogador: Vê, Chuundar, *existe* alguém. Uh... capricha, Zaalbar.
Chuundar: Estás a celebrar cedo demais. Zaalbar fala de Freyyr, nosso pai. Por que, Zaalbar? Ele ordenou teu exílio quando me atacaste.
"
88,"Player: No one says you killed him... yet.
Handon Guld: I'm sorry, I'm... I'm getting a bit agitated. Why must we remain here? Can't... Can't you see that Rickard must have shot him?","Jogador: Ninguém está dizendo que você o matou... ainda.
Handon Guld: Me desculpe, eu estou... eu estou ficando um pouco agitado. Por que devemos permanecer aqui? Não... Não consegue ver que Rickard deve tê-lo baleado?
"
89,"Player: This is a public street!
Sith Soldier: Hiding behind the Selkath laws - typical Republic cowardice!","Jogador: Isto é uma rua pública!
Soldado Sith: Escondendo-se atrás das leis Selkath – típica covardia da República!
"
90,"Suvam Tan: That was a good practice game. Interested in another?
Player: Let's play.","Suvam Tan: Foi um bom jogo de treino. Interessado em outro?
Jogador: Vamos jogar.
"
91,"Juhani: But we are becoming too morbid too soon. We should not talk like this now. There is much yet we can do.
Juhani: But we shall talk later I am sure.","Juhani: Mas estamos ficando mórbidos cedo demais. Não deveríamos falar assim agora. Ainda há muito que podemos fazer.
Juhani: Mas, sem dúvida, falaremos mais tarde.
"
92,"Player: I just have some questions. Don't bother getting friendly.
Gandroff: Uh, well, I wouldn't worry about that, not with your attitude. Go on then, ask away. I'm ready.","Jogador: Só tenho algumas perguntas. Não se preocupe em ser amigável.

Gandroff: Uh, bem, eu não me preocuparia com isso, não com essa sua atitude. Vá em frente, pergunte. Estou pronto.
"
93,"Ajuur: You lost last time, but maybe this time fortune will smile on you. I'll give you a you rematch and a chance to redeem yourself.
Player: Let's do it.","Ajuur: Você perdeu da última vez, mas talvez a sorte sorria para você desta vez. Vou te dar uma revanche e uma chance de se redimir.
Jogador: Vamos nessa.
"
94,"Player: [Persuade/Threat] Either tell me what's going on, or you can explain it to the Sith!
Zelka Forn: [Success] What? No! Don't tell the Sith. Please. I... I can explain all this.","Jogador: [Persuasão/Ameaça] Ou me diz o que está acontecendo, ou pode explicar para os Sith!
Zelka Forn: [Sucesso] O quê? Não! Não conte aos Sith. Por favor. Eu... Eu posso explicar tudo isso.
"
95,"Sith Diplomat: I can't believe you let that murderer Sunry go free! If the Selkath are so neutral and unbiased, why can't the Sith find any justice on this planet?
Sith Diplomat: But we Sith have long memories. Soon there will be a day of reckoning - very soon. So what are you doing here?","Diplomata Sith: Não acredito que deixaram aquele assassino, Sunry, sair livre! Se os Selkath são tão neutros e imparciais, por que os Sith não encontram justiça neste planeta?
Diplomata Sith: Mas nós, Sith, temos memórias longas. Em breve haverá um dia de ajuste de contas... muito em breve. Então, o que você está fazendo aqui?
"
96,"Player: If we get the opportunity... then I promise.
Carth: Thank you. I... guess there's really nothing else to say.","Jogador: Se tivermos a oportunidade... então eu prometo.
Carth: Obrigado. Eu... acho que não há mais nada a dizer.
"
97,"Motta the Hutt: [Failure] No, no I don't. What is this, a joke? Quit fooling around, I mean business.
Player: You give him a better deal or I bury you under your track!","Motta the Hutt: [Falha] Não, não tenho. Que brincadeira é essa? Pare de palhaçada, estou falando sério.
Jogador: Dê um acordo melhor para ele ou eu te enterro embaixo dessa sua esteira!
"
98,"Conversation owner: You? Why are you here? Haven't you done enough? Jaarak is dead and Rorworr is dead and... and...
Conversation owner: Just leave me alone. I don't want to talk to anyone.","Dono da conversa: Você? Por que está aqui? Já não fez o bastante? Jaarak está morto e Rorworr está morto e... e...
Dono da conversa: Apenas me deixe em paz. Não quero falar com ninguém.
"
99,"Tanis Venn: But I suppose you would want me to do whatever they say. I heard how you rolled over for Gurke and his boys.
Tanis Venn: That's not the way to establish yourself, you know? It's hard to earn respect here.","Tanis Venn: Mas suponho que você quer que eu faça tudo o que eles mandam. Ouvi dizer como você se acovardou para Gurke e seus capangas.
Tanis Venn: Essa não é a maneira de se firmar, sabia? É difícil ganhar respeito por aqui.
"
100,"Player: I need to make an NPC available to my party.
Cheat Bot: Which one?
Player: Bastila","Jogador: Preciso tornar um NPC disponível para o meu grupo.
Cheat Bot: Qual deles?
Jogador: Bastila.
"
101,"Conversation owner: EMERGENCY FRONTLINE SUPPLY STATION PRESENT CZERKA CORPORATION RESOURCE ID FOR ACCESS TO EMERGENCY SUPPLY CONTAINERS.
Player: Use Czerka Resource ID to access supplies.
Conversation owner: IDENTIFICATION RECOGNIZED. ACCESS GRANTED. SELECT NEEDED SUPPLIES FROM RESOURCE CONTAINERS. STATION SHUTTING DOWN UNTIL RESTOCK.","Proprietário da Conversa: ESTAÇÃO DE ABASTECIMENTO DE EMERGÊNCIA NA LINHA DE FRENTE APRESENTA ID DE RECURSO CZERKA CORPORATION PARA ACESSO A CONTENTORES DE ABASTECIMENTO DE EMERGÊNCIA.
Jogador: Usar ID de Recurso Czerka para acessar os suprimentos.
Proprietário da Conversa: IDENTIFICAÇÃO RECONHECIDA. ACESSO CONCEDIDO. SELECIONE OS SUPRIMENTOS NECESSÁRIOS DOS CONTENTORES DE RECURSO. ESTAÇÃO DESLIGANDO ATÉ REABASTECIMENTO.
"
102,"Janice Nall: Oh... hello. Uh... welcome to my shop. Of course the Sith are always welcome here. Would you like to see my inventory?
Player: Let me see what you have for sale.
Janice Nall: Of course. Right away, your Sithness.","Janice Nall: Oh... olá. Uh... bem-vindo à minha loja. Claro, os Sith são sempre bem-vindos aqui. Gostaria de ver meu inventário?
Jogador: Deixe-me ver o que você tem à venda.
Janice Nall: Claro. Imediatamente, sua Sithness.
"
103,"Player: [Persuade] That price is outrageous! I'll give you half.
Janice Nall: [Success] Half? If you're trying to rob me why not just stick a blaster in my face? On the other hand, I do want to stay on Davik's good side. Tell you what, he's yours for 1500.
Player: It's a deal.","Jogador: [Persuasão] Esse preço é ultrajante! Te dou a metade.
Janice Nall: [Sucesso] A metade? Se está tentando me roubar, por que não enfia um blaster na minha cara logo? Por outro lado, eu quero continuar nas boas graças de Davik. Quer saber? Ele é seu por 1500.
Jogador: Fechado.
"
104,"Janice Nall: [Failure] What? I offer you a full refund and you want more? Business is tough enough as it is... you should be glad I'm giving you a refund at all!
Player: Fine... just give me the 50 credits.
Janice Nall: Glad to hear you're being reasonable. You have to understand that I'm trying to run a business here. Now, is there anything else you need?","Janice Nall: [Fracasso] O quê? Eu te ofereço um reembolso total e você ainda quer mais? Os negócios já estão difíceis o suficiente... deveria estar feliz por eu estar te dando um reembolso!
Jogador: Tudo bem... apenas me dê os 50 créditos.
Janice Nall: Fico feliz em ouvir que está sendo razoável. Você tem que entender que estou tentando administrar um negócio aqui. Agora, precisa de mais alguma coisa?
"
105,"Player: They are none of your business.
Sith Academy Guard: So long as the Sith do not object to them, neither will I. They will be your responsibility, of course.
Jolee: Aren't we always?","Jogador: Não são da sua conta.
Guarda da Academia Sith: Contanto que os Sith não se oponham a eles, eu também não me oporei. Serão sua responsabilidade, naturalmente.
Jolee: E quando não somos?
"
106,"Disabled Sentry: This is an old, broken down bartender droid. It has been deactivated in preparation for disposal.
Player: Reactivate the droid. (1 repair part)
Disabled Sentry: [Failure] You don't have any repair parts. You leave the droid alone for now.","Sentinela Desativado: Este é um droide bartender velho e quebrado. Foi desativado em preparação para descarte.
Jogador: Reativar o droide. (1 peça de reparo)
Sentinela Desativado: [Falha] Você não tem nenhuma peça de reparo. Você deixa o droide em paz por enquanto.
"
