,original,gemini_translation
63,"Player: I like this side of you, Bastila. Now we can truly be together.
Conversation owner: You think so, do you? You style yourself the Master of the Sith that you once were? To think I once envied you your passion, your power.","Jugador: Me gusta este lado tuyo, Bastila. Ahora sí que podemos estar juntos de verdad.

Interlocutor: ¿Eso crees? ¿Te haces llamar el Amo de los Sith que fuiste una vez? Y pensar que una vez envidié tu pasión, tu poder.
"
64,"Player: Get out of my way.
Prospective Sith: Oh... uh, yes of course.","Jugador: Quítate de mi camino.
Aspirante Sith: Oh... eh, sí, por supuesto.
"
65,"Player: [Lie] Yes, I'm sure they'll welcome you with open arms.
Rakatan Hologram: You must go now, Revan. The Star Forge feeds the power of your old apprentice. If you do not stop him soon he will become too powerful for even you to stop.","Jugador: [Mentira] Sí, estoy seguro de que te recibirán con los brazos abiertos.
Holograma rakata: Debes partir ahora, Revan. La Fragua Estelar alimenta el poder de tu antiguo aprendiz. Si no lo detienes pronto, se volverá demasiado poderoso, incluso para ti.
"
66,"Shaelas: Human, you return. Have you information for me? Have you discovered the fate of the missing Selkath youth? Have you news of my daughter, Shasa?
Player: Not yet. I shall investigate further.","Shaelas: Humano, has regresado. ¿Tienes información para mí? ¿Has descubierto el destino de los jóvenes Selkath desaparecidos? ¿Tienes noticias de mi hija, Shasa?

Jugador: Aún no. Investigaré más a fondo.
"
67,"SithTrooper1: We found a disabled hunter-killer droid in the back of the ship.
SithCommander: Excellent. We can reprogram this droid to fight in our own army. Wipe its memory chip and take it to the salvage shop. The technicians will deal with it later.","Soldado Sith 1: Encontramos un droide cazador-asesino averiado en la parte trasera de la nave.
Comandante Sith: Excelente. Podemos reprogramar este droide para que luche en nuestro ejército. Borrad su chip de memoria y llevadlo al taller de desguace. Los técnicos se encargarán de él más tarde.
"
68,"Juhani: It seems I was mistaken... I should have known things could not change for me that easily.
Juhani: As it is the Council's wishes, I will accompany you. I will do my duty, and trust that you will do yours.","Juhani: Parece que me equivoqué... Debí haber sabido que las cosas no cambiarían tan fácilmente para mí.
Juhani: Siendo ese el deseo del Consejo, te acompañaré. Cumpliré con mi deber, y confío en que tú harás el tuyo.
"
69,"Player: And what does that have to do with you coming with me?
Jolee: Well, hey, the chances may not be great, but when one has the opportunity to see something like that twice in a lifetime...","Jugador: ¿Y qué tiene que ver eso con que vengas conmigo?
Jolee: Bueno, oye, puede que las posibilidades no sean muchas, pero cuando uno tiene la oportunidad de ver algo así dos veces en la vida...
"
70,"Player: I did. It was... very interesting.
Motta the Hutt: Eh? You opened it but you're still around to deliver it to me? Impressive. More likely you're just lying, but I don't care.","Jugador: Lo hice. Fue... muy interesante.
Motta el Hutt: ¿Eh? ¿Lo abriste y aún sigues aquí para entregármelo? Impresionante. Aunque es más probable que estés mintiendo, pero me da igual.
"
71,"Player: Hangar
Conversation owner: [You have to get to the bridge and unlock the docking bay doors before you go down to the hangar.]","Jugador: Hangar.
Interlocutor: [Tienes que llegar al puente y desbloquear las puertas de la bahía de atraque antes de bajar al hangar.]
"
72,"Player: I'm sorry... I tried my best.
Rogue Assassin Droid: I... I would have liked to...","Jugador: Lo siento... Hice lo que pude.
Droide Asesino Renegado: Yo... Me habría gustado...
"
73,"Player: Never mind. Goodbye.
Matton Dasol: All right then. Here, I should toss you a few credits for helping. I appreciate what you did.","Jugador: No importa. Adiós.
Matton Dasol: De acuerdo entonces. Toma, debería darte algunos créditos por ayudar. Aprecio lo que hiciste.
"
74,"Player: I agree.
Yuthura Ban: There is suffering and injustice in the universe. I am surprised the Jedi can even stand the stench of it, much less stand by and do nothing.","Jugador: Estoy de acuerdo.
Yuthura Ban: Hay sufrimiento e injusticia en el universo. Me sorprende que los Jedi siquiera soporten la pestilencia, mucho menos que se queden de brazos cruzados sin hacer nada.
"
75,"Player: I'll tell her when I see her.
Helena: See that you do. If Bastila is here, I can't see why she didn't come herself.","Jugador: Se lo diré cuando la vea.
Helena: Más te vale. Si Bastila está aquí, no entiendo por qué no ha venido ella misma.
"
76,"Player: [Persuade/Lie] You have to attack one of the Sith for it.
Prospective Sith: [Success] Oh. I'm not much of a combatant... but I guess you have to be brave if you're going to get into the Sith, right? I'll... have to think about it.","Jugador: [Persuadir/Mentir] Tienes que atacar a uno de los Sith para eso.
Aspirante Sith: [Éxito] Oh. No soy muy de pelear... pero supongo que hay que ser valiente si uno quiere entrar a los Sith, ¿no? Tendré... que pensarlo.
"
77,"Player: I haven't finished my investigation.
Conversation owner: Please, continue your investigations and find out what happened to our facility.","Jugador: No he terminado mi investigación.
Interlocutor: Por favor, continúe con sus investigaciones y descubra qué le sucedió a nuestras instalaciones.
"
78,"Belaya: [Failure] You do not fool me for a second! The Council fawns over you and places all their hope in you to save them... you wouldn't turn on them!
Belaya: You are a spy... and a murderer. It was you who killed Juhani and placed this bitter blackness in my heart that I cannot get rid of!","Belaya: [Fracaso] ¡No me engañas ni por un segundo! El Consejo te adula y deposita toda su esperanza en ti para que los salves... ¡no los traicionarías!
Belaya: Eres un espía... y un asesino. ¡Fuiste tú quien mató a Juhani y colocó esta amarga oscuridad en mi corazón de la que no puedo deshacerme!
"
79,"Bastila: I don't know. The vision of our future is clouded by shadows cast from the dark side. But I sense something ominous lurking in those shadows.
Bastila: But words alone cannot save one from the dark side. Come, we should continue with the task at hand. When the time comes I only hope we are all strong enough to do what we must.","Bastila: No lo sé. La visión de nuestro futuro está nublada por las sombras proyectadas por el lado oscuro. Pero presiento algo ominoso acechando en esas sombras.
Bastila: Pero las palabras por sí solas no pueden salvar a nadie del lado oscuro. Ven, deberíamos continuar con la tarea que tenemos entre manos. Cuando llegue el momento, sólo espero que todos seamos lo suficientemente fuertes para hacer lo que debemos.
"
80,"Juhani: Yes we shall. I only hope that you will see this through until the end.
Juhani: Time will tell what choices you make. I shall stay by you to see this task done.","Juhani: Sí, lo haremos. Solo espero que llegues hasta el final.
Juhani: El tiempo dirá qué decisiones tomas. Me quedaré a tu lado para ver esta tarea cumplida.
"
81,"Bountyhunt023: Davik doesn't like witnesses.
Player: Leave this man alone or you'll have to deal with me!","Cazarrecompensas023: A Davik no le gustan los testigos.
Jugador: ¡Dejad a este hombre en paz o tendréis que vérselas conmigo!
"
82,"Player: Answer my questions or I'll carve my initials in your skull with my blaster bolts!
Rodian: I mad now! See how you like me call guards! You die now!","Jugador: ¡Responde a mis preguntas o grabaré mis iniciales en tu cráneo con mis disparos de bláster!
Rodiano: ¡Ahora sí me has enfadado! ¡A ver qué te parece si llamo a los guardias! ¡Vas a morir!
"
83,"Player: We are linked by more than just a bond, Bastila.
Bastila: Do not mistake the power of the Force for love, Revan. It does not exist. Power is what forged our bond, and power is what made us both tools of the Jedi Council!","Jugador: Estamos unidos por algo más que un vínculo, Bastila.
Bastila: No confundas el poder de la Fuerza con amor, Revan. No existe. ¡El poder es lo que forjó nuestro vínculo, y el poder es lo que nos convirtió a ambos en herramientas del Consejo Jedi!
"
84,"Player: Tell me about this merchant Largo.
Zax: Actually, now that I think of it that bounty's no longer on the table. Davik told me Largo's bounty is off the table. I guess the merchant came up with the credits. Don't bother with that one anymore, human.","Jugador: Cuéntame sobre ese mercader, Largo.
Zax: En realidad, ahora que lo pienso, esa recompensa ya no está disponible. Davik me dijo que la recompensa por Largo ya no está vigente. Supongo que el mercader apareció con los créditos. No te molestes con ese, humano.
"
85,"Player: What happened to the scientists?
Mercenary: They're dead! All dead! They swarmed out and over us. There was no way we could stop them.","Jugador: ¿Qué pasó con los científicos?
Mercenario: ¡Están muertos! ¡Todos muertos! Nos invadieron y superaron. No había forma de detenerlos.
"
86,"Player: You disobeyed your orders?
Canderous: This is a chance given to a warrior once or twice in a lifetime. The chance to change the course of history in a single act.","Jugador: ¿Desobedeciste tus órdenes?
Canderous: Esta es una oportunidad que se le da a un guerrero una o dos veces en la vida. La oportunidad de cambiar el curso de la historia con un solo acto.
"
87,"Player: You see, Chuundar, there *is* someone. Uh... make it good, Zaalbar.
Chuundar: You are too quick to celebrate. Zaalbar talks of Freyyr, our father. Why, Zaalbar? He ordered you exiled when you attacked me.","Jugador: Verás, Chuundar, *sí* hay alguien. Eh... hazlo bien, Zaalbar.
Chuundar: Celebras demasiado pronto. Zaalbar habla de Freyyr, nuestro padre. ¿Por qué, Zaalbar? Él ordenó tu exilio cuando me atacaste.
"
88,"Player: No one says you killed him... yet.
Handon Guld: I'm sorry, I'm... I'm getting a bit agitated. Why must we remain here? Can't... Can't you see that Rickard must have shot him?","Jugador: Nadie dice que lo mataste... todavía.
Handon Guld: Lo siento, estoy... me estoy agitando un poco. ¿Por qué debemos permanecer aquí? ¿No... no ve que Rickard debió haberle disparado?
"
89,"Player: This is a public street!
Sith Soldier: Hiding behind the Selkath laws - typical Republic cowardice!","Jugador: ¡Esta es una calle pública!
Soldado Sith: Escondiéndose tras las leyes Selkath, ¡típica cobardía de la República!
"
90,"Suvam Tan: That was a good practice game. Interested in another?
Player: Let's play.","Suvam Tan: Buena partida de práctica. ¿Interesado en otra?
Jugador: Juguemos.
"
91,"Juhani: But we are becoming too morbid too soon. We should not talk like this now. There is much yet we can do.
Juhani: But we shall talk later I am sure.","Juhani: Pero nos estamos volviendo demasiado morbosos demasiado pronto. No deberíamos hablar así ahora. Aún hay mucho que podemos hacer.
Juhani: Pero estoy segura de que hablaremos más tarde.
"
92,"Player: I just have some questions. Don't bother getting friendly.
Gandroff: Uh, well, I wouldn't worry about that, not with your attitude. Go on then, ask away. I'm ready.","Jugador: Solo tengo algunas preguntas. No te molestes en ser amable.
Gandroff: Uh, bueno, no me preocuparía por eso, no con esa actitud. Adelante entonces, pregunta. Estoy listo.
"
93,"Ajuur: You lost last time, but maybe this time fortune will smile on you. I'll give you a you rematch and a chance to redeem yourself.
Player: Let's do it.","Ajuur: La última vez perdiste, pero quizás esta vez la fortuna te sonría. Te daré la revancha y una oportunidad para redimirte.
Jugador: Hagámoslo.
"
94,"Player: [Persuade/Threat] Either tell me what's going on, or you can explain it to the Sith!
Zelka Forn: [Success] What? No! Don't tell the Sith. Please. I... I can explain all this.","Jugador: [Persuadir/Amenazar] ¡O me dices qué está pasando, o se lo explicas a los Sith!

Zelka Forn: [Éxito] ¿Qué? ¡No! No le digas a los Sith. Por favor. Yo... Yo puedo explicarlo todo.
"
95,"Sith Diplomat: I can't believe you let that murderer Sunry go free! If the Selkath are so neutral and unbiased, why can't the Sith find any justice on this planet?
Sith Diplomat: But we Sith have long memories. Soon there will be a day of reckoning - very soon. So what are you doing here?","Diplomático Sith: ¡No puedo creer que hayan dejado libre a ese asesino de Sunry! Si los selkath son tan neutrales e imparciales, ¿por qué los Sith no podemos encontrar justicia en este planeta?
Diplomático Sith: Pero nosotros, los Sith, tenemos muy buena memoria. Pronto llegará el día del ajuste de cuentas... muy pronto. Y bien, ¿qué haces tú aquí?
"
96,"Player: If we get the opportunity... then I promise.
Carth: Thank you. I... guess there's really nothing else to say.","Jugador: Si tenemos la oportunidad... te lo prometo.
Carth: Gracias. Supongo que... no hay nada más que decir.
"
97,"Motta the Hutt: [Failure] No, no I don't. What is this, a joke? Quit fooling around, I mean business.
Player: You give him a better deal or I bury you under your track!","Motta el Hutt: [Fracaso] No, no lo haré. ¿Qué es esto, una broma? Deja de jugar, hablo en serio.
Jugador: ¡Le das un mejor trato o te entierro bajo tu trasero de gusano!
"
98,"Conversation owner: You? Why are you here? Haven't you done enough? Jaarak is dead and Rorworr is dead and... and...
Conversation owner: Just leave me alone. I don't want to talk to anyone.","Dueño de la conversación: ¿Tú? ¿Por qué estás aquí? ¿No has hecho suficiente? Jaarak está muerto y Rorworr está muerto y... y...
Dueño de la conversación: Solo déjame en paz. No quiero hablar con nadie.
"
99,"Tanis Venn: But I suppose you would want me to do whatever they say. I heard how you rolled over for Gurke and his boys.
Tanis Venn: That's not the way to establish yourself, you know? It's hard to earn respect here.","Tanis Venn: Pero supongo que querrás que haga lo que ellos digan. Oí cómo te arrastraste ante Gurke y sus muchachos.
Tanis Venn: Esa no es la forma de hacerse un nombre, ¿sabes? Es difícil ganarse el respeto aquí.
"
100,"Player: I need to make an NPC available to my party.
Cheat Bot: Which one?
Player: Bastila","Jugador: Necesito que un NPC esté disponible para mi grupo.
Bot de Trucos: ¿Cuál?
Jugador: Bastila.
"
101,"Conversation owner: EMERGENCY FRONTLINE SUPPLY STATION PRESENT CZERKA CORPORATION RESOURCE ID FOR ACCESS TO EMERGENCY SUPPLY CONTAINERS.
Player: Use Czerka Resource ID to access supplies.
Conversation owner: IDENTIFICATION RECOGNIZED. ACCESS GRANTED. SELECT NEEDED SUPPLIES FROM RESOURCE CONTAINERS. STATION SHUTTING DOWN UNTIL RESTOCK.","**Propietario de la conversación:** ESTACIÓN DE SUMINISTROS DE EMERGENCIA EN PRIMERA LÍNEA. PRESENTAR IDENTIFICACIÓN DE RECURSOS DE LA CORPORACIÓN CZERKA PARA ACCEDER A LOS CONTENEDORES DE SUMINISTROS DE EMERGENCIA.

**Jugador:** Usar la identificación de recursos de Czerka para acceder a los suministros.

**Propietario de la conversación:** IDENTIFICACIÓN RECONOCIDA. ACCESO CONCEDIDO. SELECCIONE LOS SUMINISTROS NECESARIOS DE LOS CONTENEDORES DE RECURSOS. LA ESTACIÓN SE CERRARÁ HASTA QUE SE REPONGAN LAS EXISTENCIAS.
"
102,"Janice Nall: Oh... hello. Uh... welcome to my shop. Of course the Sith are always welcome here. Would you like to see my inventory?
Player: Let me see what you have for sale.
Janice Nall: Of course. Right away, your Sithness.","Janice Nall: Oh... hola. Eh... bienvenidos a mi tienda. Por supuesto, los Sith siempre son bienvenidos aquí. ¿Les gustaría ver mi inventario?
Jugador: Déjame ver qué tienes a la venta.
Janice Nall: Por supuesto. Enseguida, Su Sithidad.
"
103,"Player: [Persuade] That price is outrageous! I'll give you half.
Janice Nall: [Success] Half? If you're trying to rob me why not just stick a blaster in my face? On the other hand, I do want to stay on Davik's good side. Tell you what, he's yours for 1500.
Player: It's a deal.","Jugador: [Persuasión] ¡Ese precio es un ultraje! Te daré la mitad.
Janice Nall: [Éxito] ¿La mitad? Si intentas robarme, ¿por qué no me apuntas con un bláster a la cara? Por otro lado, quiero seguir en el lado bueno de Davik. Te diré qué, es tuyo por 1500.
Jugador: Trato hecho.
"
104,"Janice Nall: [Failure] What? I offer you a full refund and you want more? Business is tough enough as it is... you should be glad I'm giving you a refund at all!
Player: Fine... just give me the 50 credits.
Janice Nall: Glad to hear you're being reasonable. You have to understand that I'm trying to run a business here. Now, is there anything else you need?","Janice Nall: [Fracaso] ¿Qué? ¿Te ofrezco un reembolso completo y quieres más? Los negocios ya son bastante duros... ¡deberías estar agradecido de que te dé un reembolso!
Jugador: Bien... solo dame los 50 créditos.
Janice Nall: Me alegra oír que eres razonable. Tienes que entender que estoy intentando llevar un negocio aquí. Ahora, ¿necesitas algo más?
"
