,original,gemini_translation
24,Swoop Fan: I cheer for Queedle now that he's winning. It would take an amazing racer to win me away.,"Người hâm mộ Swoop: Giờ Queedle thắng nên tôi cổ vũ hắn thôi. Phải tay đua nào xuất sắc lắm mới kéo tôi đi được.
"
25,"Player: Time for this to end, Bastila!","Người chơi: Đến lúc kết thúc chuyện này rồi, Bastila!
"
26,Czerka Patrol Guard: Czerka Corporation should burn down some trees. Make room for some swoop races.,"Lính Tuần Tra Czerka: Tập đoàn Czerka nên đốt bớt cây cối đi. Lấy chỗ mà tổ chức đua xe trượt ấy.
"
27,"Vrook Lamar: You would do well to focus more closely on your lessons. The Force is strong with you, but you need training and guidance in the ways of the Jedi, lest you suffer a fate similar to that of Revan.","Vrook Lamar: Tốt hơn hết là ngươi nên tập trung vào bài học của mình. Thần Lực rất mạnh mẽ trong ngươi, nhưng ngươi cần được huấn luyện và dẫn dắt theo con đường của Jedi, nếu không ngươi sẽ phải chịu số phận tương tự như Revan.
"
28,"HK-47: Agreement: This was my thought as well, master. You show excellent logical skills... for a meatbag.","HK-47: Đồng ý: Đó cũng là suy nghĩ của tôi, chủ nhân. Ngài thể hiện kỹ năng logic tuyệt vời... đối với một túi thịt.
"
29,"Conversation owner: If you have questions, you should direct them towards the Jedi Council members.","Chủ sở hữu cuộc trò chuyện: Nếu ngươi có thắc mắc, hãy hướng chúng đến các thành viên Hội đồng Jedi.
"
30,"Hukta Jax: Yeah, you go then, and leave me alone.","Hukta Jax: Ừ, đi đi, để tôi yên.
"
31,Player: Why test me? Who have you done this for?,"Người chơi: Tại sao lại thử ta? Ngươi làm điều này cho ai?
"
32,Hidden Bek: Brejik is nothing but a punk! I don't know why those Vulkars follow him - Gadon's ten times the man he is!,"Hidden Bek: Brejik chỉ là một thằng nhãi ranh! Tao không hiểu sao lũ Vulkar lại nghe theo nó - Gadon hơn hẳn nó gấp mười lần!
"
33,"Carth: Droid like this usually doesn't have former owners that survived, it would be my guess.","Carth: Với loại droid như thế này thì thường chủ cũ không sống sót đâu. Tôi đoán vậy.
"
34,Player: How do we get the race started?,"Người chơi: Chúng ta bắt đầu cuộc đua bằng cách nào?
"
35,Player: Mind telling me who and what you are?,"Người chơi: Ngươi có thể cho ta biết ngươi là ai và là cái gì không?
"
36,Sith Student: You aren't even a full Sith. Don't bother me.,"Đệ Tử Sith: Ngươi thậm chí còn chưa phải là một Sith thực thụ. Đừng làm phiền ta.
"
37,"Czerka Patrol Guard: Take a walk, spacer. You don't look like a big buyer to me.","Lính Tuần Tra Czerka: Đi chỗ khác đi, dân không gian. Trông ngươi không giống khách sộp đâu.
"
38,"Taris Citizen: Hey - you're the Mysterious Stranger! I saw you take out Bendak. Very harsh, man! You're one stone cold killer!","Người dân Taris: Này - ngươi là Khách Lạ Bí Ẩn! Ta thấy ngươi hạ Bendak rồi. Tàn nhẫn thật đấy! Ngươi đúng là một kẻ giết người máu lạnh!
"
39,Player: I don't get it. Is this the Star Forge?,"Người chơi: Ta không hiểu. Đây là Star Forge sao?
"
40,"Sslamoth: Very well, but before we place your swoop in the starting position, I must collect the 100 credit fee.","Sslamoth: Tốt thôi, nhưng trước khi đặt chiếc swoop của ngươi vào vị trí xuất phát, ta phải thu lệ phí 100 tín dụng.
"
41,Conversation owner: [This door is locked and will not open at the moment.],"[Cánh cửa này bị khóa và hiện tại không thể mở.]
"
42,Yuthura Ban: Speak with Master Uthar; he will give you the final test.,"Yuthura Ban: Hãy nói chuyện với Sư phụ Uthar; người sẽ giao bài kiểm tra cuối cùng cho ngươi.
"
43,Player: You should not keep worrying like this.,"Nhân vật người chơi: Ngươi không nên cứ mãi lo lắng như vậy.
"
44,Junkpile Droid: You leave the droid alone for now.,"Droid Phế Liệu: Ngươi để droid yên thân ngay!
"
45,"Carth: *whisper* It's obvious he doesn't believe you. He must have some reason for letting you get away with this lie. I swear, I'll never understand these Jedi.","Carth: *thì thầm* Rõ ràng là hắn không tin cô. Chắc chắn hắn phải có lý do nào đó để cô thoát tội nói dối này. Tôi thề, tôi sẽ không bao giờ hiểu nổi mấy Jedi này.
"
46,Carth: Why did you do that? Sometimes... sometimes I just can't understand how you can be so cruel.,"Carth: Sao ngươi lại làm vậy? Đôi lúc... đôi lúc ta thực sự không thể hiểu nổi sao ngươi có thể tàn nhẫn đến thế.
"
47,"Garm Totryl: New swoop jocks like me don't get much respect. Just takes practice, I guess.","Garm Totryl: Dân đua xe mới vào nghề như tôi không được nể trọng lắm. Chắc là do chưa luyện tập đủ thôi.
"
48,Player: Is there some point to this?,"Người chơi: Chuyện này có nghĩa lý gì không?
"
49,Docking Bay Guard: We'll watch your ship like any other. The bay is safe.,"Lính canh Bến tàu: Chúng tôi sẽ trông coi tàu của các người như bao chiếc khác thôi. Bến này an toàn.
"
50,"Player: My money is my own business.
Yuka Laka: Of course it is, of course, but you must appreciate the finer things. Just take a look at the droid I have available. An HK-47.","Người chơi: Tiền của ta là việc của ta.
Yuka Laka: Đương nhiên rồi, đương nhiên, nhưng ngài hẳn phải biết thưởng thức những thứ tốt đẹp hơn chứ. Cứ nhìn con droid ta đang có đây này. Một con HK-47.
"
51,"Player: What's this? Love advice from an old Jedi?
Jolee: And why not? All this nonsense about avoiding love is so much foo-foo. I shouldn't be the only one who realizes that.","Người chơi: Cái gì đây? Lời khuyên tình cảm từ một Jedi già ư?
Jolee: Sao lại không chứ? Mấy cái chuyện vớ vẩn về việc tránh né tình yêu chỉ là trò hề. Lẽ ra ta không nên là người duy nhất nhận ra điều đó.
"
52,"Player: I will race, and I will win.
Hukta Jax: Then you and Hukta Jax are gonna have problems, I promise you that. You was warned, fair and square.","Người chơi: Ta sẽ đua, và ta sẽ thắng.
Hukta Jax: Vậy thì ngươi và Hukta Jax sẽ có chuyện đấy, ta hứa danh dự. Ngươi đã được cảnh báo công bằng rồi đấy.
"
53,"Player: Perhaps you are right. You are safe... for now.
Komad Fortuna: There seems to be no reason for your anger, human. You would be wise to control it, lest it bury you.","Người chơi: Có lẽ ngươi nói đúng. Ngươi an toàn... hiện tại thì.
Komad Fortuna: Ta thấy chẳng có lý do gì để ngươi giận dữ cả, con người. Ngươi nên khôn ngoan mà kiềm chế nó, kẻo nó chôn vùi ngươi đấy.
"
54,"Player: Sorry, I'll be going now.
Sith Trooper: Good. Get back to your patrol route. We need to keep a strong presence in the streets to maintain order here.","Người chơi: Xin lỗi, tôi đi ngay đây.
Sith Trooper: Tốt. Quay lại tuần tra đi. Chúng ta cần duy trì sự hiện diện mạnh mẽ trên đường phố để giữ trật tự ở đây.
"
55,"Player: It's nothing special.
Shaleena: Not to you, I suppose. But you're probably used to its beauty by now.","Người chơi: Chẳng có gì đặc biệt cả.
Shaleena: Với anh thì có lẽ vậy. Chắc anh quen với vẻ đẹp của nó rồi.
"
56,"Player: No! This isn't the Bastila I knew!
Conversation owner: Of course not! I have been reborn in the wake of destiny... *your* destiny! The power of the dark side is yours by right!","Người chơi: Không! Đây không phải là Bastila mà ta từng biết!

Đối tượng trò chuyện: Đương nhiên không! Ta đã được tái sinh trong vận mệnh... *vận mệnh* của ngươi! Sức mạnh của mặt tối thuộc về ngươi theo lẽ phải!
"
57,"Player: I just want to talk.
Juhani: Talk?! You who have beaten me so easily just want to talk? I do not believe it. Kill me now, while you still have the power.","Người chơi: Ta chỉ muốn nói chuyện.
Juhani: Nói chuyện?! Ngươi, kẻ đã đánh bại ta dễ dàng như vậy, chỉ muốn nói chuyện thôi sao? Ta không tin. Giết ta đi, ngay khi ngươi còn có thể.
"
58,"Player: I don't know. Everything has changed, now.
Conversation owner: That's what I feared. Who's to say your old life won't come back... everything you felt and thought, all of it?","Người chơi: Tôi không biết nữa. Mọi thứ đã thay đổi rồi.
Người đối thoại: Đó là điều ta lo sợ. Ai dám chắc cuộc sống cũ của ngươi sẽ không quay lại... mọi cảm xúc và suy nghĩ trước đây của ngươi, tất cả?
"
59,"Mandalorian Mercenary: So the Sith smoked a Jedi outpost on Dantooine. No survivors, or so they say. First Taris, now Dantooine. Wouldn't surprise me if the Republic starts hiring mercs to make a counter attack.
Mandalorian Mercenary: They might even hire some Echani or Iridorian mercenaries, if they're desperate. I bet a Mandalorian could make some good money working for the Republic right now.","Lính đánh thuê Mandalorian: Vậy là bọn Sith đã san bằng một tiền đồn Jedi trên Dantooine. Không một ai sống sót, hoặc ít nhất là họ nói vậy. Đầu tiên là Taris, giờ đến Dantooine. Ta sẽ không ngạc nhiên nếu Cộng Hòa bắt đầu thuê lính đánh thuê để phản công đâu.

Lính đánh thuê Mandalorian: Thậm chí họ có thể thuê cả lính đánh thuê Echani hay Iridonian, nếu chúng tuyệt vọng. Ta cá là một Mandalorian có thể kiếm được bộn tiền nếu làm việc cho Cộng Hòa lúc này đấy.
"
60,"Player: [Computer] Gas room. (<CUSTOM32> spike(s))
Conversation owner: [SUCCESS] SWITCHING TO CAMERA.","Người chơi: [Máy tính] Phòng khí độc. (<CUSTOM32> ống nhọn).
Chủ hội thoại: [THÀNH CÔNG] CHUYỂN SANG CAMERA.
"
61,"Player: Who are you?
Daviktroop041: That's Canderous Ordo! He's the most famous Mandalorian mercenary in this sector of the galaxy!","Người chơi: Ngươi là ai?

Daviktroop041: Đó là Canderous Ordo! Hắn là lính đánh thuê Mandalorian nổi tiếng nhất trong khu vực ngân hà này!
"
62,"Player: I remember you. Mekel, right?
Mekel: That's right. You might as well just go home, you know. There can only be one Sith this year, and that's me.","Người chơi: Ta nhớ ngươi rồi. Mekel, phải không?
Mekel: Đúng vậy. Ngươi nên về nhà đi thì hơn. Năm nay chỉ có thể có một Sith duy nhất, và đó là ta.
"
63,"Player: I like this side of you, Bastila. Now we can truly be together.
Conversation owner: You think so, do you? You style yourself the Master of the Sith that you once were? To think I once envied you your passion, your power.","Người chơi: Ta thích con người này của cô, Bastila. Giờ thì chúng ta có thể thực sự ở bên nhau rồi.

Đối tượng hội thoại: Ngươi nghĩ vậy sao? Ngươi tự cho mình là Chúa tể Sith như ngươi từng sao? Nghĩ lại ta đã từng ghen tị với nhiệt huyết và sức mạnh của ngươi.
"
64,"Player: Get out of my way.
Prospective Sith: Oh... uh, yes of course.","Người chơi: Tránh ra!

Sith Tập Sự: À... vâng, tất nhiên rồi.
"
65,"Player: [Lie] Yes, I'm sure they'll welcome you with open arms.
Rakatan Hologram: You must go now, Revan. The Star Forge feeds the power of your old apprentice. If you do not stop him soon he will become too powerful for even you to stop.","Người chơi: [Nói dối] Phải, ta chắc chắn chúng sẽ chào đón ngươi với vòng tay rộng mở.
Rakatan Hologram: Ngươi phải đi ngay, Revan. Star Forge đang nuôi dưỡng sức mạnh cho kẻ học trò cũ của ngươi. Nếu ngươi không ngăn hắn sớm, hắn sẽ trở nên quá mạnh, ngay cả ngươi cũng không thể ngăn cản.
"
66,"Shaelas: Human, you return. Have you information for me? Have you discovered the fate of the missing Selkath youth? Have you news of my daughter, Shasa?
Player: Not yet. I shall investigate further.","Shaelas: Ngươi trở lại rồi, con người. Ngươi có tin gì cho ta không? Ngươi đã khám phá ra số phận của những thanh niên Selkath mất tích chưa? Ngươi có tin tức gì về con gái ta, Shasa không?
Người chơi: Vẫn chưa. Ta sẽ điều tra thêm.
"
67,"SithTrooper1: We found a disabled hunter-killer droid in the back of the ship.
SithCommander: Excellent. We can reprogram this droid to fight in our own army. Wipe its memory chip and take it to the salvage shop. The technicians will deal with it later.","Lính Sith 1: Chúng tôi tìm thấy một droid diệt hunter-killer bị vô hiệu hóa ở phía sau tàu.
Chỉ huy Sith: Tuyệt vời. Chúng ta có thể lập trình lại droid này để chiến đấu cho quân đội của chúng ta. Xóa chip nhớ của nó và đưa nó đến xưởng phế liệu. Kỹ thuật viên sẽ xử lý nó sau.
"
68,"Juhani: It seems I was mistaken... I should have known things could not change for me that easily.
Juhani: As it is the Council's wishes, I will accompany you. I will do my duty, and trust that you will do yours.","Juhani: Có vẻ như ta đã lầm... Lẽ ra ta phải biết mọi chuyện không thể thay đổi dễ dàng đến thế với ta.
Juhani: Vì đó là ý nguyện của Hội đồng, ta sẽ đi cùng ngươi. Ta sẽ làm tròn bổn phận của mình, và tin rằng ngươi cũng vậy.
"
69,"Player: And what does that have to do with you coming with me?
Jolee: Well, hey, the chances may not be great, but when one has the opportunity to see something like that twice in a lifetime...","Người chơi: Và việc đó thì liên quan gì đến chuyện ông đi theo tôi?
Jolee: Ờ thì, cơ hội có thể không nhiều, nhưng khi một người có cơ hội chứng kiến điều đó đến hai lần trong đời...
"
70,"Player: I did. It was... very interesting.
Motta the Hutt: Eh? You opened it but you're still around to deliver it to me? Impressive. More likely you're just lying, but I don't care.","Người chơi: Tôi mở rồi. Phải nói là... rất thú vị.
Motta the Hutt: Hả? Ngươi mở nó ra mà vẫn còn sống để mang đến cho ta sao? Ấn tượng đấy. Chắc là ngươi nói dối thôi, nhưng ta không quan tâm.
"
71,"Player: Hangar
Conversation owner: [You have to get to the bridge and unlock the docking bay doors before you go down to the hangar.]","Người chơi: Nhà chứa máy bay

Người đối thoại: [Ngươi phải lên đến boong tàu điều khiển và mở khóa cửa khoang chứa phi thuyền trước khi xuống nhà chứa máy bay.]
"
72,"Player: I'm sorry... I tried my best.
Rogue Assassin Droid: I... I would have liked to...","Người chơi: Ta xin lỗi... Ta đã cố hết sức rồi.
Droid Sát Thủ Nổi Loạn: Ta... Ta đáng lẽ đã... thích..."
73,"Player: Never mind. Goodbye.
Matton Dasol: All right then. Here, I should toss you a few credits for helping. I appreciate what you did.","Người chơi: Không có gì. Tạm biệt.
Matton Dasol: Được thôi. Cầm lấy chút tiền này, coi như cảm ơn vì đã giúp đỡ. Ta rất cảm kích những gì ngươi đã làm.
"
74,"Player: I agree.
Yuthura Ban: There is suffering and injustice in the universe. I am surprised the Jedi can even stand the stench of it, much less stand by and do nothing.","Người chơi: Ta đồng ý.
Yuthura Ban: Đau khổ và bất công tràn lan trong vũ trụ này. Ta ngạc nhiên là đám Jedi kia có thể chịu được cái mùi xú uế này, chứ đừng nói đến việc khoanh tay đứng nhìn.
"
75,"Player: I'll tell her when I see her.
Helena: See that you do. If Bastila is here, I can't see why she didn't come herself.","Người chơi: Tôi sẽ nói với cô ta khi gặp.

Helena: Nhớ đấy. Nếu Bastila ở đây, tôi không hiểu sao cô ta không tự đến.
"
76,"Player: [Persuade/Lie] You have to attack one of the Sith for it.
Prospective Sith: [Success] Oh. I'm not much of a combatant... but I guess you have to be brave if you're going to get into the Sith, right? I'll... have to think about it.","Người chơi: [Thuyết phục/Nói dối] Ngươi phải tấn công một trong những Sith để được nhận vào.
Ứng viên Sith: [Thành công] Ồ. Ta không giỏi chiến đấu cho lắm... nhưng ta đoán ngươi phải dũng cảm nếu muốn gia nhập Sith, phải không? Ta... phải suy nghĩ đã.
"
77,"Player: I haven't finished my investigation.
Conversation owner: Please, continue your investigations and find out what happened to our facility.","Người chơi: Ta vẫn chưa hoàn thành điều tra.
Người đối thoại: Xin hãy tiếp tục điều tra và tìm hiểu chuyện gì đã xảy ra với cơ sở của chúng tôi.
"
78,"Belaya: [Failure] You do not fool me for a second! The Council fawns over you and places all their hope in you to save them... you wouldn't turn on them!
Belaya: You are a spy... and a murderer. It was you who killed Juhani and placed this bitter blackness in my heart that I cannot get rid of!","Belaya: [Thất bại] Ngươi đừng hòng qua mặt ta! Hội đồng Jedi kia chỉ biết nịnh bợ ngươi, đặt hết hy vọng hão huyền vào ngươi để mong được cứu rỗi... Ngươi sẽ không phản bội bọn chúng đâu!
Belaya: Ngươi là gián điệp... và là kẻ sát nhân. Chính ngươi đã giết Juhani, gieo vào tim ta nỗi u sầu đen tối này, thứ mà ta không thể nào rũ bỏ!
"
79,"Bastila: I don't know. The vision of our future is clouded by shadows cast from the dark side. But I sense something ominous lurking in those shadows.
Bastila: But words alone cannot save one from the dark side. Come, we should continue with the task at hand. When the time comes I only hope we are all strong enough to do what we must.","Bastila: Ta không biết. Tương lai của chúng ta bị che phủ bởi bóng tối của mặt tối. Nhưng ta cảm nhận được điều gì đó rất đáng ngại đang ẩn nấp trong những bóng tối đó.
Bastila: Nhưng lời nói suông không thể cứu ai khỏi mặt tối. Thôi nào, chúng ta nên tiếp tục nhiệm vụ trước mắt. Đến lúc đó, ta chỉ hy vọng tất cả chúng ta đủ mạnh mẽ để làm những gì phải làm.
"
80,"Juhani: Yes we shall. I only hope that you will see this through until the end.
Juhani: Time will tell what choices you make. I shall stay by you to see this task done.","Juhani: Phải, chúng ta nhất định sẽ làm được. Ta chỉ mong rằng ngươi sẽ kiên trì đến cùng.
Juhani: Thời gian sẽ trả lời những lựa chọn của ngươi. Ta sẽ ở bên cạnh ngươi để hoàn thành nhiệm vụ này.
"
81,"Bountyhunt023: Davik doesn't like witnesses.
Player: Leave this man alone or you'll have to deal with me!","Bountyhunt023: Davik không thích kẻ nào chứng kiến đâu.
Player: Bỏ người này ra, nếu không ngươi sẽ phải đối phó với ta!
"
82,"Player: Answer my questions or I'll carve my initials in your skull with my blaster bolts!
Rodian: I mad now! See how you like me call guards! You die now!","Người chơi: Trả lời câu hỏi của ta, nếu không ta sẽ khắc tên mình lên sọ ngươi bằng những phát bắn blaster!
Rodian: Ta điên rồi! Để xem ngươi có thích khi ta gọi lính canh không! Ngươi chết chắc!
"
83,"Player: We are linked by more than just a bond, Bastila.
Bastila: Do not mistake the power of the Force for love, Revan. It does not exist. Power is what forged our bond, and power is what made us both tools of the Jedi Council!","Người chơi: Chúng ta không chỉ đơn thuần liên kết bằng một mối ràng buộc, Bastila.

Bastila: Đừng nhầm lẫn sức mạnh của Thần Lực với tình yêu, Revan. Nó không hề tồn tại. Chính sức mạnh đã tạo nên mối liên kết giữa chúng ta, và sức mạnh đã biến cả hai ta thành công cụ của Hội đồng Jedi!
"
84,"Player: Tell me about this merchant Largo.
Zax: Actually, now that I think of it that bounty's no longer on the table. Davik told me Largo's bounty is off the table. I guess the merchant came up with the credits. Don't bother with that one anymore, human.","Người chơi: Nói cho ta nghe về tên lái buôn Largo đó đi.
Zax: Thật ra thì, nghĩ lại thì vụ tiền thưởng đó không còn hiệu lực nữa đâu. Davik bảo ta là tiền thưởng cho Largo đã bị hủy bỏ. Chắc tên lái buôn đó đã trả đủ tiền rồi. Đừng bận tâm đến vụ đó nữa, con người.
"
85,"Player: What happened to the scientists?
Mercenary: They're dead! All dead! They swarmed out and over us. There was no way we could stop them.","Người chơi: Chuyện gì đã xảy ra với đám khoa học gia?
Lính đánh thuê: Chết hết rồi! Chết sạch! Bọn chúng tràn ra, áp đảo chúng ta. Không cách nào ngăn được!
"
86,"Player: You disobeyed your orders?
Canderous: This is a chance given to a warrior once or twice in a lifetime. The chance to change the course of history in a single act.","Người chơi: Ngươi dám trái lệnh?
Canderous: Cơ hội ngàn năm có một cho một chiến binh như ta. Cơ hội để thay đổi dòng chảy lịch sử chỉ bằng một hành động.
"
87,"Player: You see, Chuundar, there *is* someone. Uh... make it good, Zaalbar.
Chuundar: You are too quick to celebrate. Zaalbar talks of Freyyr, our father. Why, Zaalbar? He ordered you exiled when you attacked me.","Người chơi: Thấy chưa, Chuundar, *có* người rồi. Ờ... nói hay vào đấy, Zaalbar.
Chuundar: Ngươi mừng hơi sớm đấy. Zaalbar nói về Freyyr, phụ thân của chúng ta. Tại sao, Zaalbar? Chính người đã ra lệnh trục xuất ngươi khi ngươi tấn công ta.
"
88,"Player: No one says you killed him... yet.
Handon Guld: I'm sorry, I'm... I'm getting a bit agitated. Why must we remain here? Can't... Can't you see that Rickard must have shot him?","Người chơi: Chưa ai nói ngươi giết hắn... cả.
Handon Guld: Ta xin lỗi, ta... ta hơi bị kích động. Tại sao chúng ta phải ở lại đây? Ngươi không thể... Ngươi không thấy Rickard hẳn đã bắn hắn sao?
"
89,"Player: This is a public street!
Sith Soldier: Hiding behind the Selkath laws - typical Republic cowardice!","Người chơi: Đây là đường phố công cộng!
Lính Sith: Trốn sau luật lệ Selkath - hèn nhát điển hình của đám Cộng Hòa!
"
90,"Suvam Tan: That was a good practice game. Interested in another?
Player: Let's play.","Suvam Tan: Ván vừa rồi luyện tập tốt đấy. Muốn chơi thêm ván nữa không?
Người chơi: Chơi thôi.
"
91,"Juhani: But we are becoming too morbid too soon. We should not talk like this now. There is much yet we can do.
Juhani: But we shall talk later I am sure.","Juhani: Nhưng chúng ta đang trở nên u ám quá sớm. Giờ chưa nên nói chuyện như vậy. Chúng ta vẫn còn nhiều việc phải làm.
Juhani: Nhưng chắc chắn chúng ta sẽ nói chuyện sau.
"
92,"Player: I just have some questions. Don't bother getting friendly.
Gandroff: Uh, well, I wouldn't worry about that, not with your attitude. Go on then, ask away. I'm ready.","Người chơi: Tôi chỉ có vài câu hỏi thôi. Đừng làm thân thiết làm gì.
Gandroff: Ờ, thì, tôi cũng không lo lắng về chuyện đó đâu, với cái thái độ của cậu. Cứ hỏi đi. Tôi sẵn sàng rồi.
"
93,"Ajuur: You lost last time, but maybe this time fortune will smile on you. I'll give you a you rematch and a chance to redeem yourself.
Player: Let's do it.","Ajuur: Lần trước ngươi đã thua, nhưng biết đâu lần này vận may sẽ mỉm cười với ngươi. Ta cho ngươi một cơ hội tái đấu để chuộc lại lỗi lầm.
Người chơi: Được thôi.
"
94,"Player: [Persuade/Threat] Either tell me what's going on, or you can explain it to the Sith!
Zelka Forn: [Success] What? No! Don't tell the Sith. Please. I... I can explain all this.","Người chơi: [Thuyết phục/Đe dọa] Hoặc là ngươi nói cho ta biết chuyện gì đang xảy ra, hoặc là ngươi có thể giải thích với bọn Sith!

Zelka Forn: [Thành công] Cái gì? Không! Đừng mách bọn Sith. Xin ngươi. Ta... Ta có thể giải thích mọi chuyện.
"
95,"Sith Diplomat: I can't believe you let that murderer Sunry go free! If the Selkath are so neutral and unbiased, why can't the Sith find any justice on this planet?
Sith Diplomat: But we Sith have long memories. Soon there will be a day of reckoning - very soon. So what are you doing here?","Nhà ngoại giao Sith: Ta không thể tin được các ngươi lại thả tên sát nhân Sunry đó! Nếu đám Selkath các ngươi trung lập và công bằng đến vậy, sao Sith ta không thể tìm thấy công lý trên hành tinh này?
Nhà ngoại giao Sith: Nhưng Sith chúng ta có trí nhớ rất dai. Sớm thôi, sẽ có một ngày phải trả giá... rất sớm thôi. Vậy ngươi đến đây làm gì?
"
96,"Player: If we get the opportunity... then I promise.
Carth: Thank you. I... guess there's really nothing else to say.","Người chơi: Nếu có cơ hội... tôi hứa.
Carth: Cảm ơn. Tôi... chắc là không còn gì để nói nữa.
"
